id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
209,IPS CENTRO MERDICO DE REHABULITACION,Sector Salud Barzal,4.1488,-73.6339,1.0,6000,5000,11000,21
210,IPS CENTRO TERAPEUTICO INTEGRAL,Sector Salud Barzal,4.1488,-73.6339,1.0,6000,5000,11000,21
211,LABORATORIO CLINICO,Sector Salud Barzal,4.1392,-73.6344,1.0,6000,5000,11000,21
212,UNIDAD AMBULATORIA DE ALTA COMPLEJI,Sector Salud Barzal,4.1412,-73.6395,0.5,6000,5000,11000,21
213,IPS MULTISALUD,Sector Salud Barzal,4.1439,-73.6409,1.0,6000,5000,11000,21
214,IPS PREVIS,Sector Salud Barzal,4.1404,-73.6322,1.0,6000,5000,11000,21
215,IPS REHABILITAR,Sector Salud Barzal,4.1458,-73.6398,1.0,6000,5000,11000,21
216,IPS SANTA BARBARA,Sector Salud Barzal,4.1451,-73.6379,0.9,6000,5000,11000,21
217,CLINICA OCULAR BUQUE,Sector Salud Barzal,4.135,-73.642,2.0,6000,5000,11000,21
218,EMPORIO,Sector Grama,4.1569,-73.6424,2.0,6000,6000,12000,23
219,TRIUNFO,Sector Grama,4.1601,-73.6397,1.8,6000,6000,12000,23
220,GALAN,Sector Grama,4.1539,-73.6387,1.6,6000,6000,12000,23
221,ALCACERES,Sector Grama,4.1574,-73.6427,0.9,6000,6000,12000,23
222,ESMERALDA,Sector Grama,4.159,-73.6414,1.6,6000,6000,12000,23
223,GRAMA,Sector Grama,4.1585,-73.6415,1.7,6000,6000,12000,23
224,ESCUELA DE CARABINEROS,Sector Grama,4.1592,-73.6454,1.9,6000,6000,12000,23
225,DOCE DE OCTUBRE,Sector Grama Conjuntos Y Edificios,4.1562,-73.6449,2.0,6000,7000,13000,24
226,SANTA JOSEFA MILITAR,Sector Grama Conjuntos Y Edificios,4.157,-73.6411,1.4,6000,7000,13000,24
227,SAN FELIPE,Sector Grama Conjuntos Y Edificios,4.155,-73.6412,1.6,6000,7000,13000,24
228,PANORAMA,Sector Grama Conjuntos Y Edificios,4.1572,-73.6403,1.7,6000,7000,13000,24
229,VIRREY,Sector Grama Conjuntos Y Edificios,4.1631,-73.642,1.7,6000,7000,13000,24
230,CAMPIÑA,Sector Grama Conjuntos Y Edificios,4.1547,-73.6439,1.7,6000,7000,13000,24
231,CHAPINERO BAJO,Sector Grama Conjuntos Y Edificios,4.1584,-73.64,1.0,6000,7000,13000,24
232,CHAPINERO ALTO,Sector Grama Conjuntos Y Edificios,4.154,-73.6413,2.1,6000,7000,13000,24
233,NUEVA GRANADA,Sector Grama Conjuntos Y Edificios,4.1563,-73.6426,1.9,6000,7000,13000,24
234,RONDINELA,Sector Grama Conjuntos Y Edificios,4.1578,-73.6379,2.0,6000,7000,13000,24
